time,Temperature - average,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure
[s],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Pa]
0,0,0,0,0,0,0,0,0,80
103.81386355593158,0,0,110,0,0,0,110,110,310.7658387786273
201.7826583735251,0,0,110,0,0,0,110,110,339.4755296594087
305.42912739092117,0,0,110,0,0,0,110,110,349.3387242983535
401.3600057610207,0,0,110,0,0,0,110,110,351.308412578514
504.59656790024457,0,0,110,0,0,0,110,110,351.81918607803954
600.4432009169102,0,0,110,0,0,0,110,110,351.932328728893
703.6586127572118,0,0,110,0,0,0,110,110,351.9597135254879
806.87318335659,0,0,110,0,0,0,110,110,351.9659269691567
902.715117832206,0,0,110,0,0,0,110,110,351.96727999888145
1005.9294750152211,0,0,110,0,0,0,110,110,351.96760852920875
1028.0468361083554,0,0,110,0,0,0,110,110,351.96763222856805
