time,Pressure drop - total,Pressure drop - gravity,Pressure drop - friction,Total mass - gas,Total mass - oil,Total mass - total,Total volume - gas,Total volume - oil,Total volume - total
[s],[Pa],[Pa],[Pa],[kg],[kg],[kg],[m³],[m³],[m³]
0,0,0,0,0,17854.051676275656,17854.051676275656,0,20.10619298297468,20.10619298297468
102.46946313318372,12.230727730878712,0,12.230727730878712,0,18339.038306376024,18339.038306376024,0,20.106192982974672,20.106192982974672
205.487193893323,12.422281632212847,0,12.422281632212847,0,18524.316948417167,18524.316948417167,0,20.106192982974672,20.106192982974672
300.7643947678369,12.443339734111373,0,12.443339734111373,0,18548.028639786706,18548.028639786706,0,20.106192982974672,20.106192982974672
403.3587768080899,12.444556602943633,0,12.444556602943633,0,18549.36234637115,18549.36234637115,0,20.106192982974672,20.106192982974672
505.9542676454487,12.444623549970967,0,12.444623549970967,0,18549.447128614636,18549.447128614636,0,20.106192982974672,20.106192982974672
601.2217496319511,12.444633101906776,0,12.444633101906776,0,18549.456592646515,18549.456592646515,0,20.106192982974672,20.106192982974672
703.8175305029656,12.444633843521643,0,12.444633843521643,0,18549.457789570355,18549.457789570355,0,20.106192982974672,20.106192982974672
806.4133191766388,12.444633889641622,0,12.444633889641622,0,18549.45790096862,18549.45790096862,0,20.106192982974672,20.106192982974672
901.6808379304633,12.44463389354053,0,12.44463389354053,0,18549.45791056848,18549.45791056848,0,20.106192982974672,20.106192982974672
1004.276627428195,12.444633893944873,0,12.444633893944873,0,18549.457911544232,18549.457911544232,0,20.106192982974672,20.106192982974672
1018.9331687858883,12.444633893955695,0,12.444633893955695,0,18549.4579115695,18549.4579115695,0,20.106192982974672,20.106192982974672
