time,position,Pipe elevation profile,Heat transfer - gas-wall,Heat transfer - oil-wall,Heat transfer - gas-oil,Heat transfer - average-wall,Heat transfer - OHTC,Heat transfer - surroundings,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure,Superficial velocity - continuous gas,Superficial velocity - continuous oil,Superficial velocity - bubbles,Superficial velocity - droplets,Superficial velocity - total gas,Superficial velocity - total liquid,Superficial velocity - total,Temperature - gas,Temperature - oil,Temperature - average,Temperature - surroundings,CO2 mGas total,CO2 mOil total,CO2 mTotal,Velocity - gas,Velocity - oil,Wall temperature - inner surface
201.26191306853136,750.0000000000002,,156.92531976851575,8617.247405882345,0,8617.247405882345,417.68808978981764,425.2186540488346,,,,,,,,357.48272246499505,,,,,,,,15.238425492346835,15.238425492346835,15.238425492346835,4,,,,,,14.474588396182185
201.26191306853136,766.6666666666669,0,,,,,,,0,111.23974184423248,0,-1.2957190438813385e-39,0,111.23974184423248,111.23974184423248,,0,5.326284886343604,0,-6.204049601298655e-41,0,5.326284886343604,5.326284886343604,,,,,,,,5.32002027436482,5.320020274364813,
201.26191306853136,783.3333333333335,,151.51727833671052,8634.495640868297,0,8634.495640868297,417.7285367008832,425.2186540488346,,,,,,,,357.02618691704754,,,,,,,,14.558286427827,14.558286427827,14.558286427827,4,,,,,,13.886478145623244
201.26191306853136,800.0000000000002,0,,,,,,,0,111.29047247735531,0,-1.0043849428380028e-39,0,111.29047247735531,111.29047247735531,,0,5.316193714546148,0,-4.797809553002511e-41,0,5.316193714546148,5.316193714546148,,,,,,,,5.310934619656998,5.310934619656991,
201.26191306853136,816.666666666667,,146.4231728560159,8648.809500419147,0,8648.809500419147,417.76198596049693,425.2186540488346,,,,,,,,356.5703191598255,,,,,,,,13.975561437692988,13.975561437692988,13.975561437692988,4,,,,,,13.388295928546597
201.26191306853136,833.3333333333336,0,,,,,,,0,111.32677575596665,0,-7.5424474196621e-40,0,111.32677575596665,111.32677575596665,,0,5.307416650015343,0,-3.5958026041039277e-41,0,5.307416650015343,5.307416650015343,,,,,,,,5.303067362134772,5.303067362134765,
201.26191306853136,850.0000000000002,,141.69593020945638,8660.34912897463,0,8660.34912897463,417.78887565629,425.2186540488346,,,,,,,,356.11506753405,,,,,,,,13.482178397338316,13.482178397338316,13.482178397338316,4,,,,,,12.971229145339521
201.26191306853136,866.666666666667,0,,,,,,,0,111.34911542078653,0,-5.4972434081847634e-40,0,111.34911542078653,111.34911542078653,,0,5.299788478563824,0,-2.6164758622877925e-41,0,5.299788478563824,5.299788478563824,,,,,,,,5.296249556470994,5.296249556470987,
201.26191306853136,883.3333333333337,,137.37953921054424,8669.328781932325,0,8669.328781932325,417.8097529462921,425.2186540488346,,,,,,,,355.6603911571745,,,,,,,,13.069253351620489,13.069253351620489,13.069253351620489,4,,,,,,12.62604887556779
201.26191306853136,900.0000000000003,0,,,,,,,0,111.3582838524912,0,-3.895136025831659e-40,0,111.3582838524912,111.3582838524912,,0,5.293151157033164,0,-1.85146026399285e-41,0,5.293151157033164,5.293151157033164,,,,,,,,5.290308055120734,5.290308055120727,
201.26191306853136,916.666666666667,,133.49795391290212,8676.032510419147,0,8676.032510419147,417.82531199682984,425.2186540488346,,,,,,,,355.20625699131676,,,,,,,,12.726006691401096,12.726006691401096,12.726006691401096,4,,,,,,12.342060369213925
201.26191306853136,933.3333333333337,0,,,,,,,0,111.35531100476996,0,-2.6872196962477213e-40,0,111.35531100476996,111.35531100476996,,0,5.287326850263608,0,-1.2759345489968752e-41,0,5.287326850263608,5.287326850263608,,,,,,,,5.713163530823282,5.713163530823274,
201.26191306853136,950.0000000000005,,30.910209377927576,8751.032514203214,0,8751.032514203214,417.997836027791,425.2186540488346,,,,,,,,80.84983008290453,,,,,,,,4.703905490503132,4.703905490503132,4.703905490503132,4,,,,,,4.71212169744058
201.26191306853136,966.6666666666671,0,,,,,,,0,111.34928941335505,0,-1.905051828763327e-40,0,111.34928941335505,111.34928941335505,,0,6.213265563547899,0,-1.0630146799131228e-41,0,6.213265563547899,6.213265563547899,,,,,,,,6.215416892087029,6.215416892087021,
201.26191306853136,983.3333333333337,,35.92092435827651,8751.811893395527,0,8751.811893395527,417.99961406747235,425.2186540488346,,,,,,,,80.26644562137174,,,,,,,,4.688264836316364,4.688264836316364,4.688264836316364,4,,,,,,4.710317739236302
201.26191306853136,1000.0000000000005,0,,,,,,,0,111.33469490362373,0,-1.324943538880955e-40,0,111.33469490362373,111.33469490362373,,0,6.216754776389677,0,-7.398276953033376e-42,0,6.216754776389677,6.216754776389677,,,,,,,,6.216754776389685,6.216754776389677,
402.3869357464735,0,0,,,,,,,0,110,0,0,0,110,110,,0,5.78550474921183,0,0,0,5.78550474921183,5.78550474921183,,,,,,,,5.785616873310713,5.785616873310713,
402.3869357464735,16.666666666666668,,331.0432114697759,10616.657082206782,0,10616.657082206782,421.536065009357,425.2186540488346,,,,,,,,366.35554291920477,,,,,,,,39.283034540728806,39.283034540728806,39.283034540728806,4,,,,,,37.88196449956263
402.3869357464735,33.333333333333336,0,,,,,,,0,110.00213181933327,0,-1.5613202697132662e-65,0,110.00213181933327,110.00213181933327,,0,5.785616873310713,0,-8.21184166860618e-67,0,5.785616873310713,5.785616873310713,,,,,,,,5.777353044322711,5.777353044322703,
402.3869357464735,50,,323.0684899624549,10522.562558823589,0,10522.562558823587,421.3864516599111,425.2186540488346,,,,,,,,365.86502932500724,,,,,,,,38.55411710193215,38.55411710193215,38.55411710193215,4,,,,,,37.17003599034007
402.3869357464735,66.66666666666667,0,,,,,,,0,110.00430586334437,0,-4.2772370010405444e-64,0,110.00430586334437,110.00430586334437,,0,5.769226807527417,0,-2.2432167700059035e-65,0,5.769226807527417,5.769226807527417,,,,,,,,5.760894328417621,5.760894328417613,
402.3869357464735,83.33333333333334,,314.85538196260376,10424.141753982603,0,10424.141753982603,421.2271860356607,425.2186540488346,,,,,,,,365.3767701404816,,,,,,,,37.81851726585671,37.81851726585671,37.81851726585671,4,,,,,,36.451452053823004
402.3869357464735,100,0,,,,,,,0,110.0065236516736,0,-5.901414045466071e-63,0,110.0065236516736,110.0065236516736,,0,5.75270186119075,0,-3.0860965728275164e-64,0,5.75270186119075,5.75270186119075,,,,,,,,5.744296610384058,5.74429661038405,
402.3869357464735,116.66666666666667,,306.41912603538066,10320.846784327074,0,10320.846784327074,421.0568993417597,425.2186540488346,,,,,,,,364.8898867777805,,,,,,,,37.075464042661565,37.075464042661565,37.075464042661565,4,,,,,,35.72543060277866
402.3869357464735,133.33333333333334,0,,,,,,,0,110.00878516447155,0,-5.467247841383538e-62,0,110.00878516447155,110.00878516447155,,0,5.736033804392768,0,-2.8507103672023366e-63,0,5.736033804392768,5.736033804392768,,,,,,,,5.727549007948989,5.727549007948981,
402.3869357464735,150,,297.774103802312,10212.149542940226,0,10212.149542940226,420.874140222774,425.2186540488346,,,,,,,,364.4043908971927,,,,,,,,36.324089095206546,36.324089095206546,36.324089095206546,4,,,,,,34.991101117866265
402.3869357464735,166.66666666666669,0,,,,,,,0,110.01108868177214,0,-3.825740117789078e-61,0,110.01108868177214,110.01108868177214,,0,5.719209030278661,0,-1.9889092719054237e-62,0,5.719209030278661,5.719209030278661,,,,,,,,5.710636543247149,5.710636543247141,
402.3869357464735,183.33333333333337,,288.9352028258504,10097.432642866095,0,10097.432642866095,420.6771700535213,425.2186540488346,,,,,,,,363.9202954602011,,,,,,,,35.563388601784936,35.563388601784936,35.563388601784936,4,,,,,,34.247450933451944
402.3869357464735,200.00000000000003,0,,,,,,,0,110.01343102977788,0,-2.1566894304803592e-60,0,110.01343102977788,110.01343102977788,,0,5.702211124724191,0,-1.1178542790590226e-61,0,5.702211124724191,5.702211124724191,,,,,,,,5.693541030199572,5.693541030199564,
402.3869357464735,216.66666666666669,,279.91715925973347,9975.965673502735,0,9975.965673502735,420.463880334253,425.2186540488346,,,,,,,,363.4376148126867,,,,,,,,34.79218443720373,34.79218443720373,34.79218443720373,4,,,,,,33.49328078145703
402.3869357464735,233.33333333333337,0,,,,,,,0,110.01580856085482,0,-1.020182127728092e-59,0,110.01580856085482,110.01580856085482,,0,5.685020118955181,0,-5.2717477578911706e-61,0,5.685020118955181,5.685020118955181,,,,,,,,5.676240131673317,5.676240131673309,
