time,position,CO2 mass frac. - gas,CO2 mass frac. - oil,Pipe elevation profile,Heat transfer - gas-wall,Heat transfer - oil-wall,Heat transfer - gas-oil,Heat transfer - average-wall,Heat transfer - OHTC,Heat transfer - surroundings,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Physical flow regime ID - gas/liquid,Pressure,Superficial velocity - continuous gas,Superficial velocity - continuous oil,Superficial velocity - bubbles,Superficial velocity - droplets,Superficial velocity - total gas,Superficial velocity - total liquid,Superficial velocity - total,Temperature - gas,Temperature - oil,Temperature - average,Temperature - surroundings,CO2 mGas total,CO2 mOil total,CO2 mTotal,Velocity - gas,Velocity - oil,VF - continuous gas,VF - continuous oil,VF - bubbles,VF - droplets,VF - total gas,VF - total oil,Wall temperature - inner surface
[s],[m],[-],[-],[m],[W/m²-K],[W/m²-K],[W/m²-K],[W/m²-K],[W/m²-K],[W/m²-K],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[?],[Pa],[?],[?],[m/s],[m/s],[m/s],[m/s],[m/s],[C],[C],[C],[C],[?],[?],[?],[m/s],[m/s],[?],[?],[-],[-],[-],[-],[C]
0,0,,,0,,,,,,,0,39.99999999999999,0,0,0,39.99999999999999,39.99999999999999,,,0,2.150991845414532,0,0,0,2.150991845414532,2.150991845414532,,,,,,,,2.150991845414532,2.150991845414532,,,,,,,
0,16.666666666666668,1,1,,180.02713398052524,3880.112456213605,0,3880.1124562136047,394.3514452751239,425.2186540488346,,,,,,,,4,82.00865995710575,,,,,,,,0.2801989387026538,0.2801989387026538,0.2801989387026538,4,,,,,,0,1,0,0,0,1,0.6582579076430193
0,33.333333333333336,,,0,,,,,,,0,39.99999999999999,0,0,0,39.99999999999999,39.99999999999999,,,0,2.150991845414532,0,0,0,2.150991845414532,2.150991845414532,,,,,,,,2.1532125568887177,2.153212556888715,,,,,,,
0,50,1,1,,175.7925422385226,3872.348024688208,0,3872.348024688208,394.27109833377745,425.2186540488346,,,,,,,,4,81.94168962202887,,,,,,,,0.5368964071013238,0.5368964071013238,0.5368964071013238,4,,,,,,0,1,0,0,0,1,0.8894999937001558
0,66.66666666666667,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.155437858483617,0,0,0,2.155437858483617,2.155437858483617,,,,,,,,2.157483358351362,2.1574833583513593,,,,,,,
0,83.33333333333334,1,1,,171.67959463968563,3871.2945871045704,0,3871.2945871045704,394.2601749785016,425.2186540488346,,,,,,,,4,81.87459113845223,,,,,,,,0.7751078381099887,0.7751078381099887,0.7751078381099887,4,,,,,,0,1,0,0,0,1,1.1035376396870333
0,100,,,0,,,,,,,0,39.99999999999999,0,0,0,39.99999999999999,39.99999999999999,,,0,2.1595327442454377,0,0,0,2.1595327442454377,2.1595327442454377,,,,,,,,2.1614529825874307,2.161452982587428,,,,,,,
0,116.66666666666667,1,1,,167.66163954305003,3870.3541053697086,0,3870.354105369709,394.25041837811955,425.2186540488346,,,,,,,,4,81.80737234187747,,,,,,,,0.9962170283753835,0.9962170283753835,0.9962170283753835,4,,,,,,0,1,0,0,0,1,1.302195360837402
0,133.33333333333334,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.163376638888186,0,0,0,2.163376638888186,2.163376638888186,,,,,,,,2.165179285889131,2.165179285889128,,,,,,,
0,150,1,1,,163.74278972066747,3869.5142246137293,0,3869.5142246137293,394.2417018164823,425.2186540488346,,,,,,,,4,81.74004059158199,,,,,,,,1.201498712478383,1.201498712478383,1.201498712478383,4,,,,,,0,1,0,0,0,1,1.4866217278769795
0,166.66666666666669,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.1669849395289575,0,0,0,2.1669849395289575,2.1669849395289575,,,,,,,,2.1686772580351996,2.1686772580351965,,,,,,,
0,183.33333333333337,1,1,,159.92587911533602,3868.764016933396,0,3868.764016933396,394.23391303786053,425.2186540488346,,,,,,,,4,81.67260279535277,,,,,,,,1.39212762372847,1.39212762372847,1.39212762372847,4,,,,,,0,1,0,0,0,1,1.6578748355104835
0,200.00000000000003,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.1703722218577295,0,0,0,2.1703722218577295,2.1703722218577295,,,,,,,,2.171961079377375,2.171961079377372,,,,,,,
