time,Temperature - average,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure
[s],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Bar]
0,0,0,45.99999999999999,0,0,0,45.99999999999999,45.99999999999999,83.23316055821282
10.501377956975432,0,0,46,0,0,0,46,46,83.1811175311505
21.022995106148137,0,0,46,0,0,0,46,46,83.1875590936075
31.52821275003949,0,0,46,0,0,0,46,46,83.18702917283558
42.032788536094095,0,0,46,0,0,0,46,46,83.18679064978477
52.53775809949429,0,0,46,0,0,0,46,46,83.18667022631188
63.042902408401176,0,0,46,0,0,0,46,46,83.18660048353773
73.54815843640695,0,0,46,0,0,0,46,46,83.18657158770291
84.05354476473346,0,0,46,0,0,0,46,46,83.18655472025245
94.55896621705158,0,0,46,0,0,0,46,46,83.18654076614712
105.06441118683891,0,0,46,0,0,0,46,46,83.18652933574985
115.56987261715226,0,0,46,0,0,0,46,46,83.18652007140643
126.07534575081614,0,0,46,0,0,0,46,46,83.18651259719422
136.58082736128472,0,0,46,0,0,0,46,46,83.18650656518031
147.08631525048114,0,0,46,0,0,0,46,46,83.18650167515048
157.591807912431,0,0,46,0,0,0,46,46,83.1864976789367
168.09730430759717,0,0,46,0,0,0,46,46,83.18649437717805
178.60280371133885,0,0,46,0,0,0,46,46,83.1864916129164
189.10830561204307,0,0,46,0,0,0,46,46,83.18648926437723
199.61380964257054,0,0,46,0,0,0,46,46,83.18648723810172
210.11931553406293,0,0,46,0,0,0,46,46,83.18648546293318
220.6248230847738,0,0,46,0,0,0,46,46,83.1864838850034
231.13033213900218,0,0,46,0,0,0,46,46,83.18648246368484
241.6358425728268,0,0,46,0,0,0,46,46,83.18648116839628
252.14135428442276,0,0,46,0,0,0,46,46,83.18647997612358
262.6468671874696,0,0,46,0,0,0,46,46,83.18647886951942
273.1523812066474,0,0,46,0,0,0,46,46,83.18647783546145
283.6578962745458,0,0,46,0,0,0,46,46,83.18647686396689
294.16341232952925,0,0,46,0,0,0,46,46,83.1864759473804
304.6689293142532,0,0,46,0,0,0,46,46,83.18647507976968
315.17444717462274,0,0,46,0,0,0,46,46,83.18647425647744
325.6799658590543,0,0,46,0,0,0,46,46,83.18647347379041
336.18548531794573,0,0,46,0,0,0,46,46,83.18647272869573
346.69100550329176,0,0,46,0,0,0,46,46,83.18647201870152
357.196526368401,0,0,46,0,0,0,46,46,83.18647134170558
