time,Temperature - average,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure
[s],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Bar]
0,0,0,0,0,0,0,0,0,80
100,0,0,0,0,0,0,0,0,80
200,0,0,0,0,0,0,0,0,80
300,0,0,0,0,0,0,0,0,80
400,0,0,0,0,0,0,0,0,80
500,0,0,0,0,0,0,0,0,80
600,0,0,0,0,0,0,0,0,80
700,0,0,0,0,0,0,0,0,80
800,0,0,0,0,0,0,0,0,80
900,0,0,0,0,0,0,0,0,80
1000,0,0,0,0,0,0,0,0,80
1100,0,0,0,0,0,0,0,0,80
1200,0,0,6.666666666666667,0,0,0,6.666666666666667,6.666666666666667,81.12781470330259
1274.245051360989,0,0,13.333333333333334,0,0,0,13.333333333333334,13.333333333333334,84.27418170010411
1311.1712205149272,0,0,18.283003424065935,0,0,0,18.283003424065935,18.283003424065935,87.6293888961767
1338.2744731048301,0,0,20.74474803432848,0,0,0,20.74474803432848,20.74474803432848,89.92985220604092
1362.2110661824672,0,0,22.55163154032201,0,0,0,22.55163154032201,22.55163154032201,91.84064604648964
1384.274496088839,0,0,24.14740441216448,0,0,0,24.14740441216448,24.14740441216448,93.62127124828713
1404.920013119874,0,0,25.61829973925593,0,0,0,25.61829973925593,25.61829973925593,95.34836324030071
1424.4201287598562,0,0,26.994667541324937,0,0,0,26.994667541324937,26.994667541324937,97.04724678244659
1442.9624637465608,0,0,28.29467525065708,0,0,0,28.29467525065708,28.29467525065708,98.72807906005258
1460.6869075377779,0,0,29.530830916437388,0,0,0,29.530830916437388,29.530830916437388,100.39603728145106
1477.7023430243712,0,0,30.712460502518528,0,0,0,30.712460502518528,30.712460502518528,102.05432000272093
1494.094678484113,0,0,31.846822868291415,0,0,0,31.846822868291415,31.846822868291415,103.70508684096025
1509.9320843763821,0,0,32.9396452322742,0,0,0,32.9396452322742,32.9396452322742,105.34990869004406
1525.2721146398433,0,0,33.99547229175881,0,0,0,33.99547229175881,33.99547229175881,106.98991920057003
1540.1628180139578,0,0,35.01814097598955,0,0,0,35.01814097598955,35.01814097598955,108.62601099611697
1554.6447920403396,0,0,36.010854534263856,0,0,0,36.010854534263856,36.010854534263856,110.25881419334314
1568.7525792074068,0,0,36.97631946935597,0,0,0,36.97631946935597,36.97631946935597,111.88905661073116
1582.5156833971907,0,0,37.91683861382712,0,0,0,37.91683861382712,37.91683861382712,113.51709867824425
1595.9603156381834,0,0,38.834378893146045,0,0,0,38.834378893146045,38.834378893146045,115.14328261495537
1609.1094627986895,0,0,39.730687709212226,0,0,0,39.730687709212226,39.730687709212226,116.76790267490365
1621.9834148708644,0,0,40,0,0,0,40,40,117.89495342061964
1634.75599411426,0,0,40,0,0,0,40,40,118.58763556716144
1647.5014117456883,0,0,40,0,0,0,40,40,119.05755977610366
1660.1890267096023,0,0,40,0,0,0,40,40,119.3931840137518
1672.8234808191753,0,0,40,0,0,0,40,40,119.64289618984168
1685.4194282003323,0,0,40,0,0,0,40,40,119.83457557522112
1697.9865624231793,0,0,40,0,0,0,40,40,119.98540905148089
1710.5315910978475,0,0,40,0,0,0,40,40,120.10667854546674
1723.0592927786365,0,0,40,0,0,0,40,40,120.2061992492544
1735.5731430151304,0,0,40,0,0,0,40,40,120.28948274121726
