time,Temperature - average,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure
[s],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Pa]
0,0,0,0,0,0,0,0,0,80
108.40974739225719,0,0,30,0,0,0,30,30,100.80566358270234
215.05479694997214,0,0,30,0,0,0,30,30,102.05635184011392
311.0033122172147,0,0,30,0,0,0,30,30,102.72097483770679
410.3361341140975,0,0,30,0,0,0,30,30,103.14148613398899
509.0333748610379,0,0,30,0,0,0,30,30,103.38849744884556
607.3950807084179,0,0,30,0,0,0,30,30,103.52596956319898
705.5915850911942,0,0,30,0,0,0,30,30,103.59690341853427
803.7118563006011,0,0,30,0,0,0,30,30,103.63098684979747
901.7982234555896,0,0,30,0,0,0,30,30,103.64661424715386
1024.3858772902367,0,0,30,0,0,0,30,30,103.65498987005219
1122.4490939444534,0,0,30,0,0,0,30,30,103.6575228471792
1146.9644204697515,0,0,30,0,0,0,30,30,103.65791380426616
