time,Temperature - average,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure
[s],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Pa]
0,40,0,0,0,0,0,0,0,80
106.67462492521577,40,0,110,0,0,0,110,110,351.3143416744836
203.43176606432192,40,0,110,0,0,0,110,110,367.243104523693
300.4401873434994,40,0,110,0,0,0,110,110,367.03823691128633
404.3186073805888,40,0,110,0,0,0,110,110,366.1607717972163
501.2368994210359,40,0,110,0,0,0,110,110,365.86265734948904
605.0668743920177,40,0,110,0,0,0,110,110,365.78296385438813
701.9723666972154,40,0,110,0,0,0,110,110,365.76502593076634
805.7990968618972,40,0,110,0,0,0,110,110,365.76288453834445
902.7040396859135,40,0,110,0,0,0,110,110,365.7631178224851
1006.5307808868861,40,0,110,0,0,0,110,110,365.76323584957623
1103.4357455225788,40,0,110,0,0,0,110,110,365.7632862485688
1200.3407128977658,40,0,110,0,0,0,110,110,365.76331311503657
1304.1674654161038,40,0,110,0,0,0,110,110,365.76334316776
1401.072436074404,40,0,110,0,0,0,110,110,365.76336162649835
1504.89919127574,40,0,110,0,0,0,110,110,365.76337048702516
1601.804163158233,40,0,110,0,0,0,110,110,365.76337364368516
1705.6309188865278,40,0,110,0,0,0,110,110,365.7633748147495
1802.5358909430224,40,0,110,0,0,0,110,110,365.76337514394606
1906.3626467307247,40,0,110,0,0,0,110,110,365.7633752305272
2003.2676188017492,40,0,110,0,0,0,110,110,365.7633752399606
