time,MFR - total gas,MFR - total oil,MFR - total liquid,MFR - total,Opening fraction,Pressure (inlet),Pressure (outlet),Pressure drop
[s],[kg/s],[?],[kg/s],[kg/s],[-],[?],[?],[Pa]
0,0,0,0,0,0.22,80,80,0
106.67462492521577,0,107.40114944944598,107.40114944944598,107.40114944944598,0.22,338.97794955504867,80.42205692331068,257.9615612776357
203.43176606432192,0,111.1974867446273,111.1974867446273,111.1974867446273,0.22,354.57000049348534,80.45007427778472,273.4920086984023
300.4401873434994,0,110.90131442442036,110.90131442442036,110.90131442442036,0.22,354.34069900138735,80.45074996086333,273.26282144903973
404.3186073805888,0,110.3640315057692,110.3640315057692,110.3640315057692,0.22,353.46740683794565,80.45072204101336,272.39234864019903
501.2368994210359,0,110.12242738454145,110.12242738454145,110.12242738454145,0.22,353.17229992155575,80.45104001418713,272.09809869176684
605.0668743920177,0,110.03372585875019,110.03372585875019,110.03372585875019,0.22,353.09363753151,80.4512591840641,272.0198320626562
701.9723666972154,0,110.0095311487739,110.0095311487739,110.0095311487739,0.22,353.0756295192171,80.45133113181242,272.0026523958948
805.7990968618972,0,110.00254596585783,110.00254596585783,110.00254596585783,0.22,353.07387348980626,80.45137408863258,272.0002586464624
902.7040396859135,0,110.00078003862778,110.00078003862778,110.00078003862778,0.22,353.0742059563333,80.45138741250972,272.00034990589137
1006.5307808868861,0,110.00021142735224,110.00021142735224,110.00021142735224,0.22,353.07434759768336,80.45139170694343,272.0003877226681
1103.4357455225788,0,110.00005904355928,110.00005904355928,110.00005904355928,0.22,353.07441750060724,80.45139312079267,272.0004508164442
1200.3407128977658,0,110.00001135235087,110.00001135235087,110.00001135235087,0.22,353.07444489553376,80.451393543861,272.0004648374136
1304.1674654161038,0,110.00000095470102,110.00000095470102,110.00000095470102,0.22,353.0744751219256,80.45139377529796,272.00050291420155
1401.072436074404,0,109.99999951016676,109.99999951016676,109.99999951016676,0.22,353.0744935012175,80.45139386057242,272.00052076876955
1504.89919127574,0,109.99999955479251,109.99999955479251,109.99999955479251,0.22,353.0745022986386,80.4513938927987,272.000528582184
1601.804163158233,0,109.99999974710633,109.99999974710633,109.99999974710633,0.22,353.0745054291607,80.45139390242582,272.0005312158859
1705.6309188865278,0,109.9999998848681,109.9999998848681,109.9999998848681,0.22,353.074506589774,80.45139390539279,272.0005321456852
1802.5358909430224,0,109.99999995099124,109.99999995099124,109.99999995099124,0.22,353.07450691574803,80.45139390599365,272.00053238814274
1906.3626467307247,0,109.99999998264568,109.99999998264568,109.99999998264568,0.22,353.07450700130545,80.45139390603059,272.0005324416967
2003.2676188017492,0,109.99999999423302,109.99999999423302,109.99999999423302,0.22,353.0745070105182,80.45139390596478,272.0005324415741
