time,Temperature - average,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure
[s],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Pa]
0,0,0,0,0,0,0,0,0,80
108.40974739225719,0,0,46,0,0,0,46,46,126.84347562994543
210.61918851915098,0,0,46,0,0,0,46,46,130.2481351051564
310.40045833657774,0,0,46,0,0,0,46,46,132.13001163747836
409.1093925294338,0,0,46,0,0,0,46,46,133.1342637127763
507.37094851739596,0,0,46,0,0,0,46,46,133.597436535514
605.4641870596191,0,0,46,0,0,0,46,46,133.7833356909246
703.4946004792265,0,0,46,0,0,0,46,46,133.85446289082867
801.5001512704514,0,0,46,0,0,0,46,46,133.88290204596905
915.8271993492988,0,0,46,0,0,0,46,46,133.8955318626133
1013.8175731542847,0,0,46,0,0,0,46,46,133.89931592637342
1111.8066167022826,0,0,46,0,0,0,46,46,133.9008810059695
1209.7950972196363,0,0,46,0,0,0,46,46,133.9015534035249
1307.7833351713036,0,0,46,0,0,0,46,46,133.90182019624785
1405.7714982658963,0,0,46,0,0,0,46,46,133.9019237907438
1503.7596248793866,0,0,46,0,0,0,46,46,133.9019626943671
1601.7477496157587,0,0,46,0,0,0,46,46,133.90198069527187
1716.0672304085645,0,0,46,0,0,0,46,46,133.9019898773051
1814.055357689814,0,0,46,0,0,0,46,46,133.90199323219542
1912.043485376868,0,0,46,0,0,0,46,46,133.90199475774568
2010.0316132598693,0,0,46,0,0,0,46,46,133.90199544522363
2108.0197412315974,0,0,46,0,0,0,46,46,133.9019957527046
2206.007869241416,0,0,46,0,0,0,46,46,133.90199588954292
2303.995997267072,0,0,46,0,0,0,46,46,133.9019959503011
2401.9841252992787,0,0,46,0,0,0,46,46,133.90199597727434
2516.30360800688,0,0,46,0,0,0,46,46,133.90199599047403
2614.291736043163,0,0,46,0,0,0,46,46,133.901995995135
2712.2798640799106,0,0,46,0,0,0,46,46,133.90199599721157
2810.267992116868,0,0,46,0,0,0,46,46,133.9019959981371
2908.2561201539197,0,0,46,0,0,0,46,46,133.90199599854967
3006.2442481910152,0,0,46,0,0,0,46,46,133.90199599873372
3104.2323762281294,0,0,46,0,0,0,46,46,133.9019959988158
3202.2205042652677,0,0,46,0,0,0,46,46,133.90199599883226
3300.20863230242,0,0,46,0,0,0,46,46,133.90199599883937
3414.5281150124433,0,0,46,0,0,0,46,46,133.90199599883937
3512.5162430496093,0,0,46,0,0,0,46,46,133.90199599883937
3610.5043710867776,0,0,46,0,0,0,46,46,133.90199599883937
