time,Temperature - average,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure
[s],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Pa]
0,40,0,0,0,0,0,0,0,80
100.0393696551996,40,0,110,0,0,0,110,110,353.9621493571941
203.40585117332816,40,0,110,0,0,0,110,110,361.2666396687681
300.14383410271785,40,0,110,0,0,0,110,110,364.43148598254584
403.92295187123915,40,0,110,0,0,0,110,110,365.40614672795954
500.81504249093945,40,0,110,0,0,0,110,110,365.65443165215606
604.6378586037297,40,0,110,0,0,0,110,110,365.73424318013514
701.5418008002382,40,0,110,0,0,0,110,110,365.7546370061456
805.3682378871791,40,0,110,0,0,0,110,110,365.76098481786266
902.2731265710809,40,0,110,0,0,0,110,110,365.7626841230745
1006.0998575072186,40,0,110,0,0,0,110,110,365.76319118971026
1033.7869896484412,40,0,110,0,0,0,110,110,365.76324562498036
