time,Temperature - average,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure
[s],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Pa]
0,40,0,0,0,0,0,0,0,80
102.29363946820679,40,0,100,0,0,0,100,100,100.51520673201681
202.40932859327432,40,0,100,0,0,0,100,100,98.70987594171945
301.47465277130453,40,0,100,0,0,0,100,100,98.53039331784079
400.43056208143196,40,0,100,0,0,0,100,100,98.51058899278054
503.6764428001699,40,0,100,0,0,0,100,100,98.50859267532577
602.6192806197125,40,0,100,0,0,0,100,100,98.50838247575106
701.5619833166344,40,0,100,0,0,0,100,100,98.50834870793567
800.5046658642289,40,0,100,0,0,0,100,100,98.50834446758043
903.7492018080424,40,0,100,0,0,0,100,100,98.50834417370422
1002.6918819158996,40,0,100,0,0,0,100,100,98.50834414593267
1011.2955932283497,40,0,100,0,0,0,100,100,98.50834414535241
