time,MFR - total gas,MFR - total oil,MFR - total liquid,MFR - total,Opening fraction,Pressure (inlet),Pressure (outlet),Pressure drop
[s],[kg/s],[?],[kg/s],[kg/s],[-],[?],[?],[Pa]
0,0,0,0,0,10,80,80,0
102.29363946820679,0,129.24319002474303,129.24319002474303,129.24319002474303,10,81.71881668409873,80.57431219571097,0
202.40932859327432,0,103.08891586190856,103.08891586190856,103.08891586190856,10,81.31428966083865,80.43377842552361,0
301.47465277130453,0,100.33836029992733,100.33836029992733,100.33836029992733,10,81.26925024480201,80.41761392767101,0
400.43056208143196,0,100.03564739651895,100.03564739651895,100.03564739651895,10,81.2643000833642,80.41584765443937,0
503.6764428001699,0,100.00302835324626,100.00302835324626,100.00302835324626,10,81.26386110878143,80.41569314321374,0
602.6192806197125,0,100.00043919490463,100.00043919490463,100.00043919490463,10,81.26382327573548,80.41568142838874,0
701.5619833166344,0,100.00005177581195,100.00005177581195,100.00005177581195,10,81.26381626977516,80.41567934955611,0
800.5046658642289,0,100.00000614275744,100.00000614275744,100.00000614275744,10,81.26381549023873,80.41567913962399,0
903.7492018080424,0,100.00000065087626,100.00000065087626,100.00000065087626,10,81.26381543727983,80.4156791268832,0
1002.6918819158996,0,100.00000006034756,100.00000006034756,100.00000006034756,10,81.26381543167918,80.41567912565287,0
1011.2955932283497,0,100.0000000490484,100.0000000490484,100.0000000490484,10,81.26381543156197,80.41567912562994,0
