time,Hydrodynamics iterations,MVP total iterations,MVP last iterations,Energy iterations,Custom fluid iterations,Compositional iterations,Mass residual,Momentum residual,Energy residual,Restarts,Time - properties,Time - point model,Time - momentum,Time - MVP total,Time - composition,Time - single component,Time - energy total,Time - energy wall,Time - output,Time - total,Time - momentum matrix,Time - MVP matrix,Time - composition matrix,Time - single component matrix,Time - energy matrix,Time step,Max time step,Min time step,Average time step,CFL max time step
[s],[-],[-],[-],[-],[-],[-],[kg/s],[N],[K],[-],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000000000000000000,0,0
102.29363946820679,20,45,2,1,0,1,8.358163961809072e-10,0.08688924579191355,0.00010435505306854951,0,0.8044794003944844,0.002971499692648649,0.07606939965626225,0.29025860072579235,0.00037439988227561116,0,0.18131649954011664,0.0019874999998137355,0.010432681044102957,2.481236399966292,0.006326799397356808,0.23166509915608913,0,0,0.019665299623738974,4.4314896489926685,4.59847674879623,0.4,2.622913832518123,4.4314896489926685
202.40932859327432,20,41,2,1,0,1,7.420495797823683e-11,0.025184981893589767,3.2233985179053565e-05,0,1.0580736015108416,0.0047320997109636664,0.1222411002381705,0.4541360012372025,0.000621799728833139,0,0.2564409982878715,0.003077799861785025,0.020977858996263248,3.032909000001382,0.010343999543692918,0.36217310017673304,0,0,0.027330699434969574,4.315779276794346,4.59847674879623,0.4,3.264666590214102,4.315779276794346
301.47465277130453,10,22,2,1,0,1,2.3330224674102418e-12,0.008142382839264283,9.774144529334655e-06,0,1.1150582018308344,0.0062701996648684135,0.1538890002993867,0.5661611011601053,0.0008006997522898018,0,0.296703098108992,0.003975800063926727,0.028946763956664838,3.29030779999448,0.013127499900292605,0.4504447000217624,0,0,0.03134009946370497,4.303383863934568,4.59847674879623,0.4,3.5467606208388767,4.303383863934568
400.43056208143196,4,10,2,1,0,1,6.120335983574975e-12,0.016915655771446565,2.7569774521566796e-05,0,1.1264224015758375,0.007521599531173705,0.16514429985545578,0.6037440013606101,0.0009281998500227928,0,0.3104232986224815,0.004904600151348859,0.03471331305583947,3.371743700001389,0.014020099537447095,0.48022739932639524,0,0,0.03267419937765226,4.3020091280937685,4.59847674879623,0.4,3.7076903896428886,4.3020091280937685
503.6764428001699,1,4,2,1,0,1,3.021428235261933e-12,0.008496204721698378,2.2887512838724252e-05,0,1.129684001207352,0.00878759945044294,0.17191569996066394,0.6237140013836324,0.001062899362295866,0,0.3179486992303282,0.0058062002644874156,0.040569935342082995,3.4166199999745004,0.01440869941143319,0.4960677990457043,0,0,0.033381099347025156,4.301870821979523,4.59847674879623,0.4,3.8157306272740144,4.301870821979523
602.6192806197125,1,4,2,1,0,1,5.914174621092573e-14,0.0015607876864622927,3.604143496870051e-06,0,1.13102050148882,0.010274599597323684,0.17668499954743314,0.6354841016000137,0.0012005991884507237,0,0.3232162992353551,0.006656300276517866,0.04600748918372748,3.4470555000007153,0.014617899316363037,0.5051338988123462,0,0,0.033843499259091914,4.301858052954105,4.59847674879623,0.4,3.8878663265787905,4.301858052954105
701.5619833166344,1,2,1,1,0,1,8.037562345411703e-07,0.0001673849173063246,4.497169682236841e-07,0,1.1321583015378567,0.01160269964020699,0.18113269942114132,0.6457689016242512,0.0013187990989536045,0,0.32794519944582134,0.007442200323566793,0.05094688055105338,3.474295199965127,0.014807599247433245,0.5130205989698879,0,0,0.034255199308972806,4.301855999603755,4.59847674879623,0.4,3.9413594568350248,4.301855999603755
800.5046658642289,1,2,1,1,0,1,1.141337772096603e-07,1.1798013810578379e-05,6.450488568509293e-08,0,1.1333906014333481,0.01289029972394928,0.18570479896152395,0.6505853019771166,0.0014329990954138336,0,0.3332354000885971,0.008218100294470785,0.05587895817634375,3.49642679997487,0.015001799154561013,0.5163190988823771,0,0,0.034672599169425666,4.301855678961754,4.59847674879623,0.4,3.982610277931487,4.301855678961754
903.7492018080424,1,2,1,1,0,1,1.447262317751164e-08,1.277684248230882e-06,8.13495256176807e-09,0,1.1345647013513374,0.014161099563352758,0.19028169848024848,0.6551798019208945,0.0015533990226685996,0,0.3382768002920784,0.009021600184496489,0.06090696855290321,3.5184026999631897,0.01519039913546294,0.5193418987910263,0,0,0.03509869921253994,4.301855658229144,4.59847674879623,0.4,4.016663119146855,4.301855658229144
1002.6918819158996,1,2,1,1,0,1,1.409631219456056e-09,1.3015907464003286e-07,7.827999971917451e-10,0,1.1356549012707549,0.015263399516697968,0.1942855986999348,0.6595728019019589,0.0016639990499243136,0,0.3426523004309274,0.009759400098118928,0.06552501145962684,3.5380979999899864,0.01535949925892055,0.5223481987486593,0,0,0.03550759918289259,4.301855656256676,4.59847674879623,0.4,4.04311242708024,4.301855656256676
1011.2955932283497,1,2,1,1,0,1,1.1407106227471429e-09,1.0587972510641745e-07,6.333481653676873e-10,0,1.1358262011781337,0.015402899472974236,0.19477689854102212,0.6599825018784031,0.0016834990819916125,0,0.34340740041807294,0.009892300120554861,0.08893657054396366,3.5469091999693774,0.01538179925410077,0.5225979987881146,0,0,0.035635899112094194,4.3018556562152375,4.59847674879623,0.4,4.045182372913399,4.3018556562152375
