time,position,CO2 mass frac. - gas,CO2 mass frac. - oil,Pipe elevation profile,Heat transfer - gas-wall,Heat transfer - oil-wall,Heat transfer - gas-oil,Heat transfer - average-wall,Heat transfer - OHTC,Heat transfer - surroundings,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Physical flow regime ID - gas/liquid,Pressure,Superficial velocity - continuous gas,Superficial velocity - continuous oil,Superficial velocity - bubbles,Superficial velocity - droplets,Superficial velocity - total gas,Superficial velocity - total liquid,Superficial velocity - total,Temperature - gas,Temperature - oil,Temperature - average,Temperature - surroundings,CO2 mGas total,CO2 mOil total,CO2 mTotal,Velocity - gas,Velocity - oil,VF - continuous gas,VF - continuous oil,VF - bubbles,VF - droplets,VF - total gas,VF - total oil,Wall temperature - inner surface
[s],[m],[-],[-],[m],[W/m²-K],[W/m²-K],[W/m²-K],[W/m²-K],[W/m²-K],[W/m²-K],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[?],[Pa],[?],[?],[m/s],[m/s],[m/s],[m/s],[m/s],[C],[C],[C],[C],[?],[?],[?],[m/s],[m/s],[?],[?],[-],[-],[-],[-],[C]
0,0,,,0,,,,,,,0,40.00000000000001,0,0,0,40.00000000000001,40.00000000000001,,,0,2.0476520867076653,0,0,0,2.0476520867076653,2.0476520867076653,,,,,,,,2.0476520867076644,2.0476520867076644,,,,,,,
0,16.666666666666668,1,1,,320.835179597542,3871.4337561473626,0,3871.433756147363,394.26161836287093,425.2186540488346,,,,,,,,4,132.64619958707306,,,,,,,,0.31392369880046544,0.31392369880046544,0.31392369880046544,4,,,,,,0,1,0,0,0,1,0.6893091245491405
0,33.333333333333336,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.047652086707665,0,0,0,2.047652086707665,2.047652086707665,,,,,,,,2.0494766510080473,2.0494766510080447,,,,,,,
0,50,1,1,,312.1457145078702,3863.3422743726305,0,3863.3422743726305,394.1775428704371,425.2186540488346,,,,,,,,4,132.58237550500127,,,,,,,,0.6010362203815021,0.6010362203815021,0.6010362203815021,4,,,,,,0,1,0,0,0,1,0.9478334648550231
0,66.66666666666667,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0513044697713254,0,0,0,2.0513044697713254,2.0513044697713254,,,,,,,,2.0529751856359177,2.052975185635915,,,,,,,
0,83.33333333333334,1,1,,303.4775160319138,3861.217749853957,0,3861.217749853957,394.15541530453163,425.2186540488346,,,,,,,,4,132.5184466557313,,,,,,,,0.8654168199936407,0.8654168199936407,0.8654168199936407,4,,,,,,0,1,0,0,0,1,1.1853972437626226
0,100,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0546486251983316,0,0,0,2.0546486251983316,2.0546486251983316,,,,,,,,2.0562011747960303,2.0562011747960276,,,,,,,
0,116.66666666666667,1,1,,294.8345676643455,3859.281957037355,0,3859.281957037355,394.1352343906219,425.2186540488346,,,,,,,,4,132.45442043103736,,,,,,,,1.1088834366887568,1.1088834366887568,1.1088834366887568,4,,,,,,0,1,0,0,0,1,1.4041435332045467
0,133.33333333333334,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0577560724672326,0,0,0,2.0577560724672326,2.0577560724672326,,,,,,,,2.059198657762162,2.0591986577621593,,,,,,,
0,150,1,1,,286.2536981420225,3857.516678544097,0,3857.516678544097,394.1168152597164,425.2186540488346,,,,,,,,4,132.390303714068,,,,,,,,1.3331073016794903,1.3331073016794903,1.3331073016794903,4,,,,,,0,1,0,0,0,1,1.6055800643375733
0,166.66666666666669,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.060643267118442,0,0,0,2.060643267118442,2.060643267118442,,,,,,,,2.0619835999479137,2.061983599947911,,,,,,,
0,183.33333333333337,1,1,,277.7699991715451,3855.9055880416554,0,3855.905588041655,394.09999172983794,425.2186540488346,,,,,,,,4,132.3261029090419,,,,,,,,1.5396249450460004,1.5396249450460004,1.5396249450460004,4,,,,,,0,1,0,0,0,1,1.7910930126366793
0,200.00000000000003,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0633256775348547,0,0,0,2.0633256775348547,2.0633256775348547,,,,,,,,2.0645709913846124,2.0645709913846098,,,,,,,
0,216.66666666666669,1,1,,269.4159760974152,3854.4341426402316,0,3854.434142640232,394.0846153875776,425.2186540488346,,,,,,,,4,132.26182397018437,,,,,,,,1.7298483111342193,1.7298483111342193,1.7298483111342193,4,,,,,,0,1,0,0,0,1,1.961953694695751
0,233.33333333333337,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0658178093528385,0,0,0,2.0658178093528385,2.0658178093528385,,,,,,,,2.0669748828766887,2.066974882876686,,,,,,,
0,250.00000000000003,1,1,,261.2213567674635,3853.0892273692725,0,3853.089227369272,394.07055204059844,425.2186540488346,,,,,,,,4,132.19747242965107,,,,,,,,1.9050756296625195,1.9050756296625195,1.9050756296625195,4,,,,,,0,1,0,0,0,1,2.119332492173612
0,266.6666666666667,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.068133253290736,0,0,0,2.068133253290736,2.068133253290736,,,,,,,,2.0692084282847567,2.069208428284754,,,,,,,
0,283.33333333333337,1,1,,253.2122682676478,3851.8590958410164,0,3851.8590958410164,394.05768123083675,425.2186540488346,,,,,,,,4,132.1330534242431,,,,,,,,2.06650039575095,2.06650039575095,2.06650039575095,4,,,,,,0,1,0,0,0,1,2.264304345799985
0,300,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0702847217778415,0,0,0,2.0702847217778415,2.0702847217778415,,,,,,,,2.071283923731972,2.0712839237319693,,,,,,,
0,316.66666666666663,1,1,,245.41121749204444,3850.7331936062014,0,3850.7331936062014,394.0458944973105,425.2186540488346,,,,,,,,4,132.06857172099515,,,,,,,,2.2152199033025113,2.2152199033025113,2.2152199033025113,4,,,,,,0,1,0,0,0,1,2.3978572337778132
0,333.3333333333333,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0722840906612396,0,0,0,2.0722840906612396,2.0722840906612396,,,,,,,,2.073212849703672,2.0732128497036695,,,,,,,
0,350,1,1,,237.83652041773507,3849.7020265072265,0,3849.7020265072265,394.03509408802137,425.2186540488346,,,,,,,,4,132.0040317415416,,,,,,,,2.3522430924334685,2.3522430924334685,2.3522430924334685,4,,,,,,0,1,0,0,0,1,2.520899318457168
0,366.66666666666663,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0741424416243075,0,0,0,2.0741424416243075,2.0741424416243075,,,,,,,,2.0750059135360845,2.075005913536082,,,,,,,
0,383.33333333333326,1,1,,230.50267087402207,3848.757044495157,0,3848.757044495157,394.02519181670414,425.2186540488346,,,,,,,,4,131.93943758524114,,,,,,,,2.4784977601562446,2.4784977601562446,2.4784977601562446,4,,,,,,0,1,0,0,0,1,2.6342655039544525
0,399.99999999999994,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0758701046793284,0,0,0,2.0758701046793284,2.0758701046793284,,,,,,,,2.0766730917234772,2.0766730917234746,,,,,,,
0,416.66666666666663,1,1,,223.42007460089178,3847.890539063658,0,3847.890539063658,394.016108048378,425.2186540488346,,,,,,,,4,131.87479305105882,,,,,,,,2.594837181911771,2.594837181911771,2.594837181911771,4,,,,,,0,1,0,0,0,1,2.7387234504699336
0,433.33333333333326,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0774767002301147,0,0,0,2.0774767002301147,2.0774767002301147,,,,,,,,2.07822367159553,2.078223671595527,,,,,,,
0,449.9999999999999,1,1,,216.59553519343865,3847.09555266012,0,3847.09555266012,394.007770799177,425.2186540488346,,,,,,,,4,131.81010165821996,,,,,,,,2.7020461893798142,2.7020461893798142,2.7020461893798142,4,,,,,,0,1,0,0,0,1,2.8349790885865787
0,466.6666666666666,,,0,,,,,,,0,40.00000000000001,0,0,0,40.00000000000001,40.00000000000001,,,0,2.0789711803117696,0,0,0,2.0789711803117696,2.0789711803117696,,,,,,,,2.0796662920188336,2.079666292018831,,,,,,,
0,483.33333333333326,1,1,,210.03246357111203,3846.365798623559,0,3846.365798623559,394.0001149373955,425.2186540488346,,,,,,,,4,131.7453666656599,,,,,,,,2.800846747515095,2.800846747515095,2.800846747515095,4,,,,,,0,1,0,0,0,1,2.9236816741563985
0,499.9999999999999,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0803618687077026,0,0,0,2.0803618687077026,2.0803618687077026,,,,,,,,2.0810089828611824,2.0810089828611797,,,,,,,
0,516.6666666666665,1,1,,203.73108457237794,3845.6955903701755,0,3845.6955903701755,393.9930814740692,425.2186540488346,,,,,,,,4,131.68059109030384,,,,,,,,2.8919030710809466,2.8919030710809466,2.8919030710809466,4,,,,,,0,1,0,0,0,1,3.0054284216261635
0,533.3333333333333,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0816564997205824,0,0,0,2.0816564997205824,2.0816564997205824,,,,,,,,2.0822592030272826,2.08225920302728,,,,,,,
0,550,1,1,,197.68907917846505,3845.079778703069,0,3845.079778703069,393.98661693270225,425.2186540488346,,,,,,,,4,131.615777724216,,,,,,,,2.9758263182322935,2.9758263182322935,2.9758263182322935,4,,,,,,0,1,0,0,0,1,3.080768750909499
0,566.6666666666666,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0828622554371825,0,0,0,2.0828622554371825,2.0828622554371825,,,,,,,,2.0834238769318483,2.0834238769318456,,,,,,,
0,583.3333333333333,1,1,,191.90190230365982,3844.5136962575098,0,3844.5136962575098,393.9806727889027,425.2186540488346,,,,,,,,4,131.55092915066297,,,,,,,,3.053178895991607,3.053178895991607,3.053178895991607,4,,,,,,0,1,0,0,0,1,3.150208180245329
0,600,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.083985801378635,0,0,0,2.083985801378635,2.083985801378635,,,,,,,,2.0845094293228676,2.084509429322865,,,,,,,
0,616.6666666666667,1,1,,186.36317454667653,3843.99310821759,0,3843.99310821759,393.9752049717738,425.2186540488346,,,,,,,,4,131.48604775913822,,,,,,,,3.124478409835149,3.124478409835149,3.124478409835149,4,,,,,,0,1,0,0,0,1,3.2142118949113865
0,633.3333333333334,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0850333204695928,0,0,0,2.0850333204695928,2.0850333204695928,,,,,,,,2.0855218184056086,2.085521818405606,,,,,,,
0,650,1,1,,181.06515220697162,3843.51416854564,0,3843.5141685456406,393.9701734198428,425.2186540488346,,,,,,,,4,131.42113575939754,,,,,,,,3.190201287087916,3.190201287087916,3.190201287087916,4,,,,,,0,1,0,0,0,1,3.273208019251115
0,666.6666666666667,,,0,,,,,,,0,40.00000000000001,0,0,0,40.00000000000001,40.00000000000001,,,0,2.0860105452935045,0,0,0,2.0860105452935045,2.0860105452935045,,,,,,,,2.086466567248305,2.0864665672483023,,,,,,,
0,683.3333333333335,1,1,,175.99906173694146,3843.0733810612305,0,3843.07338106123,393.9655416851734,425.2186540488346,,,,,,,,4,131.35619519455494,,,,,,,,3.250786101450217,3.250786101450217,3.250786101450217,4,,,,,,0,1,0,0,0,1,3.3275906171844554
0,700.0000000000001,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.086922788628261,0,0,0,2.086922788628261,2.086922788628261,,,,,,,,2.0873487950716956,2.087348795071693,,,,,,,
0,716.6666666666667,1,1,,171.1553598754835,3842.6675375061454,0,3842.6675375061454,393.9612762932867,425.2186540488346,,,,,,,,4,131.29122795324187,,,,,,,,3.306636868429564,3.306636868429564,3.306636868429564,4,,,,,,0,1,0,0,0,1,3.3777233064782877
0,733.3333333333335,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.0877749754732084,0,0,0,2.0877749754732084,2.0877749754732084,,,,,,,,2.0881732418113366,2.088173241811334,,,,,,,
0,750.0000000000002,1,1,,166.52428027268354,3842.2937961399684,0,3842.2937961399684,393.95734757825767,425.2186540488346,,,,,,,,4,131.2262357810308,,,,,,,,3.358125072567077,3.358125072567077,3.358125072567077,4,,,,,,0,1,0,0,0,1,3.423938468312201
0,766.6666666666669,,,0,,,,,,,0,40,0,0,0,40,40,,,0,2.088571660125933,0,0,0,2.088571660125933,2.088571660125933,,,,,,,,2.0889442947413515,2.088944294741349,,,,,,,
0,783.3333333333335,1,1,,162.09574976973255,3841.9494895266525,0,3841.9494895266525,393.9537276700072,425.2186540488346,,,,,,,,4,131.16122029106066,,,,,,,,3.4055930536584924,3.4055930536584924,3.4055930536584924,4,,,,,,0,1,0,0,0,1,3.4665443096263857
0,800.0000000000002,,,0,,,,,,,0,39.99999999999999,0,0,0,39.99999999999999,39.99999999999999,,,0,2.0893170623484516,0,0,0,2.0893170623484516,2.0893170623484516,,,,,,,,2.089666016667924,2.0896660166679215,,,,,,,
0,816.666666666667,1,1,,157.8597686492522,3841.632209838455,0,3841.632209838455,393.95039139696956,425.2186540488346,,,,,,,,4,131.09618297381525,,,,,,,,3.4493560781149313,3.4493560781149313,3.4493560781149313,4,,,,,,0,1,0,0,0,1,3.505823997767493
0,833.3333333333336,,,0,,,,,,,0,40.00000000000001,0,0,0,40.00000000000001,40.00000000000001,,,0,2.090015087570424,0,0,0,2.090015087570424,2.090015087570424,,,,,,,,2.0903421672573175,2.090342167257315,,,,,,,
