time,Temperature - average,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure
[s],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Pa]
0,0,0,0,0,0,0,0,0,80
108.40974739225719,0,0,0,0,0,0,0,0,79.9990211809746
215.05479694997214,0,0,19.02814489999493,0,0,0,19.02814489999493,19.02814489999493,87.676328495549
313.4406890343371,0,0,33.13429021106195,0,0,0,33.13429021106195,33.13429021106195,103.4957761436457
410.43280976506406,0,0,49.05643352110428,0,0,0,49.05643352110428,49.05643352110428,130.5360488160494
504.32562082801434,0,0,50,0,0,0,50,50,138.83998119267193
611.9072298511638,0,0,50,0,0,0,50,50,141.2484249803869
703.1641165808558,0,0,50,0,0,0,50,50,142.2916582228227
809.1893347365551,0,0,50,0,0,0,50,50,142.84242752104242
915.0391834928481,0,0,50,0,0,0,50,50,143.0458021702144
1005.7181183773146,0,0,50,0,0,0,50,50,143.1105890068613
