time,position,Pipe elevation profile,Heat transfer - gas-wall,Heat transfer - oil-wall,Heat transfer - gas-oil,Heat transfer - average-wall,Heat transfer - OHTC,Heat transfer - surroundings,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure,Temperature - gas,Temperature - oil,Temperature - average,CO2 mGas total,CO2 mOil total,CO2 mTotal
[s],[m],[m],[W/m²-K],[W/m²-K],[W/m²-K],[W/m²-K],[W/m²-K],[W/m²-K],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Pa],[C],[C],[C],[?],[?],[?]
0,0,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,25,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,50,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,75,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,100,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,125,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,150,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,175,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,200,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,225,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,250,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,275,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,300,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,325,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,350,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,375,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,400,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,425,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,450,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,475,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,500,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,525,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,550,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,575,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,600,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,625,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,650,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,675,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,700,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,725,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,750,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,775,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,800,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,825,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,850,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,875,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,900,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,925,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,950,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,975,,0,0,0,0,0,0,,,,,,,,20,5,5,5,,,
0,1000,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
200.65752434391987,0,0,,,,,,,0,110,0,0,0,110,110,,,,,,,
200.65752434391987,25,,792.5639244155426,9883.882602520674,0,9883.882602520674,420.2988422560373,425.2186540488346,,,,,,,,233.2698231859997,39.8205335923289,39.8205335923289,39.8205335923289,,,
200.65752434391987,50,0,,,,,,,-2.263526533123255e-30,108.4739963200124,4.3544210316681116e-13,1.6455147924578602e-13,4.3544210316681116e-13,108.47399632001257,108.47399632001301,,,,,,,
200.65752434391987,75,,791.5685995798062,9809.654024147127,0,9809.654024147127,420.1636454162091,425.2186540488346,,,,,,,,232.46739079944615,39.66633884998771,39.66633884998771,39.66633884998771,,,
200.65752434391987,100,0,,,,,,,2.311501109568137e-29,106.90447715418762,5.025252490936932e-12,2.0819324478623965e-12,5.025252490936932e-12,106.9044771541897,106.90447715419474,,,,,,,
200.65752434391987,125,,791.0454277132097,9676.70328171385,0,9676.70328171385,419.916534972526,425.2186540488346,,,,,,,,231.69285128781652,39.56501209769584,39.56501209769584,39.56501209769584,,,
200.65752434391987,150,0,,,,,,,-2.0375475269441557e-34,105.29394748394354,3.06623869955059e-11,1.4007670717662584e-11,3.06623869955059e-11,105.29394748395755,105.29394748398822,,,,,,,
200.65752434391987,175,,790.9775550065799,9544.245257226554,0,9544.245257226554,419.663795113919,425.2186540488346,,,,,,,,230.94111733957837,39.51129672681691,39.51129672681691,39.51129672681691,,,
200.65752434391987,200,0,,,,,,,1.8834107691286285e-28,103.64568877490679,1.3293935845372122e-10,6.707122756031666e-11,1.3293935845372122e-10,103.64568877497386,103.6456887751068,,,,,,,
200.65752434391987,225,,791.3171616233913,9411.919639734186,0,9411.919639734186,419.4045212501677,425.2186540488346,,,,,,,,230.21214348627197,39.49948709960711,39.49948709960711,39.49948709960705,,,
