time,position,Pipe elevation profile,Heat transfer - gas-wall,Heat transfer - oil-wall,Heat transfer - gas-oil,Heat transfer - average-wall,Heat transfer - OHTC,Heat transfer - surroundings,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure,Temperature - gas,Temperature - oil,Temperature - average,CO2 mGas total,CO2 mOil total,CO2 mTotal
[s],[m],[m],[W/m²-K],[W/m²-K],[W/m²-K],[W/m²-K],[W/m²-K],[W/m²-K],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Pa],[C],[C],[C],[?],[?],[?]
0,0,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,25,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,50,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,75,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,100,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,125,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,150,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,175,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,200,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,225,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,250,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,275,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,300,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,325,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,350,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,375,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,400,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,425,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,450,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,475,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,500,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,525,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,550,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,575,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,600,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,625,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,650,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,675,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,700,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,725,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,750,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,775,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,800,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,825,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,850,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,875,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,900,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,925,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,950,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
0,975,,0,0,0,0,0,0,,,,,,,,100.00000000000001,5,5,5,,,
0,1000,0,,,,,,,0,0,0,0,0,0,0,,,,,,,
205.60851403743837,0,0,,,,,,,0,100,0,0,0,100,100,,,,,,,
205.60851403743837,25,,278.7440527634043,8200.189167516653,0,8200.189167516653,416.6609273286924,425.2186540488346,,,,,,,,317.1124131835414,0.3376654152065157,0.3376654152065157,0.3376654152065157,,,
205.60851403743837,50,0,,,,,,,0,99.93674670898201,0,0,0,99.93674670898201,99.93674670898201,,,,,,,
205.60851403743837,75,,267.7393155440939,8189.1736831317085,0,8189.1736831317085,416.6324515560835,425.2186540488346,,,,,,,,316.5798525630755,0.6641103427648432,0.6641103427648432,0.6641103427648432,,,
205.60851403743837,100,0,,,,,,,0,99.8698304333094,0,0,0,99.8698304333094,99.8698304333094,,,,,,,
205.60851403743837,125,,256.6242393400442,8175.943213129717,0,8175.943213129718,416.598153637983,425.2186540488346,,,,,,,,316.0470891546587,0.9798768014302937,0.9798768014302937,0.9798768014302937,,,
205.60851403743837,150,0,,,,,,,0,99.79909320751905,0,0,0,99.79909320751905,99.79909320751905,,,,,,,
205.60851403743837,175,,245.26688934627322,8162.654373941562,0,8162.654373941562,416.56359819787787,425.2186540488346,,,,,,,,315.51436472865106,1.286667197373049,1.286667197373049,1.286667197373049,,,
205.60851403743837,200,0,,,,,,,0,99.72408706881176,0,0,0,99.72408706881176,99.72408706881176,,,,,,,
205.60851403743837,225,,233.42334359236327,8149.145662985381,0,8149.145662985381,416.5283614097942,425.2186540488346,,,,,,,,314.98174122116444,1.5873361882084964,1.5873361882084964,1.5873361882084964,,,
