time,Hydrodynamics iterations,MVP total iterations,MVP last iterations,Energy iterations,Custom fluid iterations,Compositional iterations,Mass residual,Momentum residual,Energy residual,Restarts,Time - properties,Time - point model,Time - momentum,Time - MVP total,Time - composition,Time - single component,Time - energy total,Time - energy wall,Time - output,Time - total,Time - momentum matrix,Time - MVP matrix,Time - composition matrix,Time - single component matrix,Time - energy matrix,Time step,Max time step,Min time step,Average time step,CFL max time step
[s],[-],[-],[-],[-],[-],[-],[kg/s],[N],[K],[-],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s],[s]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000000000000000000,0,0
100.0393696551996,20,44,2,1,0,1,5.991948879157547e-12,0.2817672664949814,2.8592729140252628e-05,0,2.0885820984840393,0.002580400207079947,0.08835360052762553,0.30968670145375654,0.00034640030935406685,0,0.27157949964748695,0.002300299995113164,0.008724745019219318,4.0571632999926805,0.00633619975997135,0.24665450025349855,0,0,0.029048699885606766,6.867628442847833,6.867628442847833,0.4,2.858267704434274,6.867628442847833
203.40585117332816,20,41,2,1,0,1,1.0833304681498959e-12,0.13643268377670076,1.4583394445962998e-05,0,2.2814354994916357,0.003649100195616484,0.1146676005446352,0.39389570156345144,0.0004753002431243658,0,0.3152544987970032,0.002952100010588765,0.019732742643228916,4.418696899956558,0.008360499748960137,0.31388050119858235,0,0,0.033366199291776866,6.901004883477187,6.901004883477187,0.4,4.068117023466563,6.901004883477187
300.14383410271785,20,40,2,1,0,1,4.85778483171113e-13,0.09606235767334943,1.0317062396926445e-05,0,2.408981699089054,0.004526800068560988,0.13940009905491024,0.47404920205008233,0.0006031005759723485,0,0.3520890995278023,0.003520200145430863,0.027852042441291025,4.694206699961796,0.010387299465946853,0.37788510113023216,0,0,0.03705539950169623,6.915694911756282,6.915694911756282,0.4,4.689747407854966,6.915694911756282
403.92295187123915,20,40,2,1,0,1,3.243687902600336e-14,0.024214833018080643,2.5995604861415054e-06,0,2.484683899616357,0.005614599911496043,0.1663993995753117,0.5537942012306303,0.0007277006516233087,0,0.38218209939077497,0.004165900172665715,0.03667686382929902,4.913772300002165,0.012599799549207091,0.4412331012426875,0,0,0.04015759931644425,6.920151120429715,6.920151120429715,0.4,5.112948757863787,6.920151120429715
500.81504249093945,16,33,1,1,0,1,2.2446391188523256e-07,0.007634506551008006,8.211327377753052e-07,0,2.508885499148164,0.006530200131237508,0.18887709901900962,0.6204594016307965,0.0008439007215201856,0,0.4047077998984605,0.004629900038708001,0.04430162187030106,5.056269099994097,0.014485899533610793,0.4939005018095486,0,0,0.042368199850898236,6.921286252537105,6.921286252537105,0.4,5.385107983773542,6.921286252537105
604.6378586037297,4,10,2,1,0,1,1.4960594993570629e-13,0.0679391904507631,1.5083572443916233e-05,0,2.5176467995042913,0.007440500194206833,0.1979563991772011,0.6452653011656366,0.0009405005839653313,0,0.41386809962568805,0.0050839001196436575,0.05175679816904034,5.113311399996746,0.015132399275898935,0.5133994015632197,0,0,0.043243299587629735,6.9216514003146585,6.9216514003146585,0.4,5.5984986907752745,6.9216514003146585
701.5418008002382,3,8,2,1,0,1,4.074329122781663e-14,0.0076779879786307605,8.451475889969732e-06,0,2.5213560992851853,0.008221600262913851,0.2039183991146274,0.6604280010215007,0.00101940066087991,0,0.4199637004057877,0.005621700140181928,0.05773646576780676,5.148562699963804,0.015512699086684735,0.5250844011316076,0,0,0.04381799919065088,6.9217442560981315,6.9217442560981315,0.4,5.75034262951015,6.9217442560981315
805.3682378871791,3,7,1,1,0,1,8.638975889861521e-07,0.0018815097558117877,2.3433565982005852e-06,0,2.5229334988398477,0.00903500034473836,0.20882539951708168,0.6739516013185494,0.0010914006852544844,0,0.42515080043813214,0.006160700053442268,0.0631126000712871,5.177993199962657,0.015823299123439938,0.5358649012050591,0,0,0.044328299118205905,6.921772852859593,6.921772852859593,0.4,5.878600276548752,6.921772852859593
902.2731265710809,2,5,1,1,0,1,5.105089535090664e-07,0.008249618604238151,1.3682770823571743e-06,0,2.5240081988740712,0.00978030037367716,0.21332809940213338,0.685052101383917,0.0011769007542170584,0,0.42984450061339885,0.006542600225657223,0.06809074239297934,5.2032201999682,0.016079498920589685,0.5445048009860329,0,0,0.04477179906098172,6.921780593002916,6.921780593002916,0.4,5.975318719013781,6.921780593002916
1006.0998575072186,2,3,1,1,0,1,1.563968963017043e-07,0.0019402220237918215,4.2520011473997207e-07,0,2.5250427984865382,0.010530000086873766,0.2174376999028027,0.6931680010748096,0.001255000941455364,0,0.4339540008804761,0.006959300371818242,0.07336721759813736,5.22475959995063,0.01630559895420447,0.5506114009767771,0,0,0.0451747989282012,6.921782877617024,6.921782877617024,0.4,6.060842515103727,6.921782877617024
1033.7869896484412,2,3,1,1,0,1,1.1173003728260445e-07,0.0013813461163480368,3.0223675470414533e-07,0,2.525413998577278,0.010744400031398977,0.21866899979067966,0.6946364010218531,0.0012767009902745483,0,0.4351932007120922,0.007099300390109416,0.11252789700752161,5.242936599999666,0.016372498939745128,0.5516315008862875,0,0,0.045281998929567635,6.921783122796615,6.921783122796615,0.4,6.081099939108478,6.921783122796615
