time,Temperature - average,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure
[s],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Pa]
0,40,0,0,0,0,0,0,0,80
61.34132566839169,40,0,110,0,0,0,110,110,315.37452278029497
123.70136357205287,40,0,110,0,0,0,110,110,359.3533890789584
184.09356710128,40,0,110,0,0,0,110,110,367.3803313192808
244.15321476624266,40,0,110,0,0,0,110,110,367.9121075556051
304.13826581146475,40,0,110,0,0,0,110,110,367.20496496183864
363.9922350445215,40,0,110,0,0,0,110,110,366.5945888224318
423.6914628593709,40,0,110,0,0,0,110,110,366.26602468265963
483.26524904307223,40,0,110,0,0,0,110,110,366.1262512369468
542.7583898538062,40,0,110,0,0,0,110,110,366.0750348510094
602.2071226970645,40,0,110,0,0,0,110,110,366.05744130474386
661.6337896324775,40,0,110,0,0,0,110,110,366.0519669386565
721.0498015625332,40,0,110,0,0,0,110,110,366.0525501587994
780.4606548113293,40,0,110,0,0,0,110,110,366.05352208892407
844.1124826645399,40,0,110,0,0,0,110,110,366.0541664600302
903.5197147431861,40,0,110,0,0,0,110,110,366.0544449504795
962.9264556367912,40,0,110,0,0,0,110,110,366.05458090766604
1022.3329624602344,40,0,110,0,0,0,110,110,366.0546553671249
1081.7393630931592,40,0,110,0,0,0,110,110,366.05469603349655
1141.1457094300813,40,0,110,0,0,0,110,110,366.0547251062836
1200.5520253811922,40,0,110,0,0,0,110,110,366.054755066871
1264.2016327108213,40,0,110,0,0,0,110,110,366.05477694289186
1323.607925350987,40,0,110,0,0,0,110,110,366.0547887356932
1383.014214651473,40,0,110,0,0,0,110,110,366.0547951298701
1442.4205024460036,40,0,110,0,0,0,110,110,366.05479841579256
1501.8267896013765,40,0,110,0,0,0,110,110,366.0548000276667
1561.2330765149168,40,0,110,0,0,0,110,110,366.05480077694506
1620.6393633595285,40,0,110,0,0,0,110,110,366.05480109896547
1680.0456502031063,40,0,110,0,0,0,110,110,366.0548012194153
1743.6952432719418,40,0,110,0,0,0,110,110,366.05480125210613
1803.1015301584002,40,0,110,0,0,0,110,110,366.05480124893154
1862.5078170615552,40,0,110,0,0,0,110,110,366.0548012370529
1921.9141039760484,40,0,110,0,0,0,110,110,366.0548012253857
1981.3203908975872,40,0,110,0,0,0,110,110,366.0548012165553
2040.726677823219,40,0,110,0,0,0,110,110,366.05480121067086
2100.1329647510943,40,0,110,0,0,0,110,110,366.0548012070612
2163.782557889377,40,0,110,0,0,0,110,110,366.05480120487795
2223.1888448190093,40,0,110,0,0,0,110,110,366.05480120379895
2282.595131748883,40,0,110,0,0,0,110,110,366.0548012032464
2342.001418678853,40,0,110,0,0,0,110,110,366.0548012029805
2401.4077056088486,40,0,110,0,0,0,110,110,366.054801202968
2460.8139925388427,40,0,110,0,0,0,110,110,366.054801202968
2520.2202794688314,40,0,110,0,0,0,110,110,366.054801202968
2583.8698726081,40,0,110,0,0,0,110,110,366.054801202968
2643.2761595380784,40,0,110,0,0,0,110,110,366.054801202968
2702.6824464680562,40,0,110,0,0,0,110,110,366.054801202968
2762.088733398034,40,0,110,0,0,0,110,110,366.054801202968
2821.495020328012,40,0,110,0,0,0,110,110,366.054801202968
2880.9013072579896,40,0,110,0,0,0,110,110,366.054801202968
2940.3075941879674,40,0,110,0,0,0,110,110,366.054801202968
3003.9571873272293,40,0,110,0,0,0,110,110,366.054801202968
3063.363474257207,40,0,110,0,0,0,110,110,366.054801202968
3122.769761187185,40,0,110,0,0,0,110,110,366.054801202968
3182.1760481171627,40,0,110,0,0,0,110,110,366.054801202968
3241.5823350471405,40,0,110,0,0,0,110,110,366.054801202968
3300.9886219771183,40,0,110,0,0,0,110,110,366.054801202968
3360.394908907096,40,0,110,0,0,0,110,110,366.054801202968
3424.044502046358,40,0,110,0,0,0,110,110,366.054801202968
3483.450788976336,40,0,110,0,0,0,110,110,366.054801202968
3542.8570759063136,40,0,110,0,0,0,110,110,366.054801202968
3602.2633628362914,40,0,110,0,0,0,110,110,366.054801202968
3631.9665063012803,40,0,110,0,0,0,110,110,366.054801202968
