time,Acc. volume - continuous gas,Acc. volume - continuous oil,Acc. volume - bubbles,Acc. volume - droplets,Acc. volume - total gas,Acc. volume - total liquid,Acc. volume - total,Temperature - average,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,MF - continuous gas,MF - continuous oil,MF - bubbles,MF - droplets,MF - total gas,MF - total oil,Pressure,Std. VFR - total gas,Std. VFR - total oil,Temperature - gas,Temperature - oil,VF - continuous gas,VF - continuous oil,VF - bubbles,VF - droplets,VF - total gas,VF - total oil
[s],[?],[?],[?],[?],[?],[?],[?],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[?],[?],[-],[-],[?],[?],[Bar],[?],[?],[C],[C],[?],[?],[-],[-],[-],[-]
0,0,0,0,0,0,0,0,3.1479829147726264,0,46,0,0,0,46,46,0,1,0,0,0,1,80,2127169.0341346306,0,3.1479829147726264,3.1479829147726264,0,1,0,0,0,1
10.507048278034585,0,0.5329908160626898,0,0,0,0.5329908160626898,0.5329908160626898,3.1437514861182763,0,45.755438506710064,0,0,0,45.755438506710064,45.755438506710064,0,1,0,0,0,1,80,2115859.8246679334,0,3.1437514861182763,3.1437514861182763,0,1,0,0,0,1
21.054312861460392,0,1.0706776170606016,0,0,0,1.0706776170606016,1.0706776170606016,3.1444487967374926,0,45.98232430618977,0,0,0,45.98232430618977,45.98232430618977,0,1,0,0,0,1,80,2126351.6604709355,0,3.1444487967374926,3.1444487967374926,0,1,0,0,0,1
31.58864383026264,0,1.607934337359923,0,0,0,1.607934337359923,1.607934337359923,3.1449347583459826,0,46.00176019975675,0,0,0,46.00176019975675,46.00176019975675,0,1,0,0,0,1,80,2127250.4307089015,0,3.1449347583459826,3.1449347583459826,0,1,0,0,0,1
42.118479147101986,0,2.1449797544308753,0,0,0,2.1449797544308753,2.1449797544308753,3.1452212329379563,0,46.00319132323791,0,0,0,46.00319132323791,46.00319132323791,0,1,0,0,0,1,80,2127316.6098731,0,3.1452212329379563,3.1452212329379563,0,1,0,0,0,1
52.6479414149089,0,2.6820024478868563,0,0,0,2.6820024478868563,2.6820024478868563,3.1454399609266375,0,46.002791394419404,0,0,0,46.002791394419404,46.002791394419404,0,1,0,0,0,1,80,2127298.116042696,0,3.1454399609266375,3.1454399609266375,0,1,0,0,0,1
63.177471099339705,0,3.2190218334267438,0,0,0,3.2190218334267438,3.2190218334267438,3.1455914064463855,0,46.002156004467274,0,0,0,46.002156004467274,46.002156004467274,0,1,0,0,0,1,80,2127268.7338289837,0,3.1455914064463855,3.1455914064463855,0,1,0,0,0,1
73.70712666372648,0,3.756044629028673,0,0,0,3.756044629028673,3.756044629028673,3.145712924930308,0,46.00185209248065,0,0,0,46.00185209248065,46.00185209248065,0,1,0,0,0,1,80,2127254.6800862215,0,3.145712924930308,3.145712924930308,0,1,0,0,0,1
84.23683845417202,0,4.293068237743387,0,0,0,4.293068237743387,4.293068237743387,3.1458154888937884,0,46.001637251156744,0,0,0,46.001637251156744,46.001637251156744,0,1,0,0,0,1,80,2127244.745220755,0,3.1458154888937884,3.1458154888937884,0,1,0,0,0,1
