time,MFR - total gas,MFR - total oil,MFR - total liquid,MFR - total,Opening fraction,Pressure (inlet),Pressure (outlet),Pressure drop
[s],[kg/s],[?],[kg/s],[kg/s],[-],[?],[?],[Pa]
0,0,0,0,0,0.22,80,80,0
100.03936965519853,0,106.56492577734635,106.56492577734635,106.56492577734635,0.22,341.49487449085393,80.43151216627435,260.46870757721234
203.4058511733249,0,108.59707227310317,108.59707227310317,108.59707227310317,0.22,348.62979684655875,80.44435703358434,267.57391298514676
300.1438341027157,0,109.59564579191508,109.59564579191508,109.59564579191508,0.22,351.76035085031276,80.44918488647916,270.69205070320817
403.92295187123705,0,109.89128940347163,109.89128940347163,109.89128940347163,0.22,352.7219938520968,80.45081448024266,271.64951831384053
500.8150424909374,0,109.96680265949428,109.96680265949428,109.96680265949428,0.22,352.9669977155458,80.45121624874842,271.89348313414797
604.6378586037276,0,109.99097815893043,109.99097815893043,109.99097815893043,0.22,353.0458352752439,80.45135082411828,271.9717856120242
701.541800800236,0,109.99728497017358,109.99728497017358,109.99728497017358,0.22,353.0659208303677,80.45138164332361,271.9919729346317
805.368237887177,0,109.99925428428192,109.99925428428192,109.99925428428192,0.22,353.07215335722543,80.45139035067281,271.9981874468633
902.2731265710787,0,109.99978831829962,109.99978831829962,109.99978831829962,0.22,353.0738296087128,80.45139277110044,271.99988768855366
1006.0998575072169,0,109.99994247986378,109.99994247986378,109.99994247986378,0.22,353.0743297300256,80.451393422631,272.0003636131756
1033.7869896484397,0,109.99995947812891,109.99995947812891,109.99995947812891,0.22,353.0743834329625,80.45139348794655,272.0004150631578
