time,Temperature - average,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure
[s],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Pa]
0,50,0,0,0,0,0,0,0,80
105.72814577545202,50,0,110,0,0,0,110,110,372.17842347486777
206.05063449106305,50,0,110,0,0,0,110,110,375.5252933076357
306.16441659548286,50,0,110,0,0,0,110,110,374.5184197132085
406.41904835069766,50,0,110,0,0,0,110,110,374.776974729584
506.66211872774863,50,0,110,0,0,0,110,110,374.7913451480795
600.221824680482,50,0,110,0,0,0,110,110,374.7944990347661
700.464781591925,50,0,110,0,0,0,110,110,374.7966354467486
800.7077120261589,50,0,110,0,0,0,110,110,374.797106468834
900.9506380027979,50,0,110,0,0,0,110,110,374.7972117595003
1001.1935688692284,50,0,110,0,0,0,110,110,374.7972397402796
