time,Temperature - average,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure
[s],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Pa]
0,0,0,0,0,0,0,0,0,80
20.463636179365828,0,0,46,0,0,0,46,46,82.51324582369514
43.67270615090889,0,0,46,0,0,0,46,46,82.5682291969272
65.79760907554572,0,0,46,0,0,0,46,46,82.58497200901479
80.45510698141034,0,0,46,0,0,0,46,46,82.59163722942237
108.40974739225719,0,0,46,0,0,0,46,46,82.60058605087046
129.5837626300868,0,0,46,0,0,0,46,46,82.60468683653407
140.1667283712311,0,0,46,0,0,0,46,46,82.60675863091363
161.32417425729284,0,0,46,0,0,0,46,46,82.61080833688243
182.46926552176618,0,0,46,0,0,0,46,46,82.6145723967214
203.60164168431405,0,0,46,0,0,0,46,46,82.6180136722855
224.72137311270586,0,0,46,0,0,0,46,46,82.62114751855614
245.8285825217016,0,0,46,0,0,0,46,46,82.6239618746017
266.92362944438383,0,0,46,0,0,0,46,46,82.62649945253868
288.00680181083897,0,0,46,0,0,0,46,46,82.62878191170113
309.0783496145412,0,0,46,0,0,0,46,46,82.6308299570912
330.1384328275772,0,0,46,0,0,0,46,46,82.63259415793532
340.6642799461044,0,0,46,0,0,0,46,46,82.63343491351269
361.70821784596353,0,0,46,0,0,0,46,46,82.63498650791982
382.74265413049307,0,0,46,0,0,0,46,46,82.6363693809096
403.76859843652977,0,0,46,0,0,0,46,46,82.63759780844057
424.78697657921293,0,0,46,0,0,0,46,46,82.63876865978956
445.79862154943436,0,0,46,0,0,0,46,46,82.6396559016608
466.8046361854,0,0,46,0,0,0,46,46,82.64048351434016
487.80605012029355,0,0,46,0,0,0,46,46,82.6412206172424
508.8036777287551,0,0,46,0,0,0,46,46,82.6418672411259
529.7982883438849,0,0,46,0,0,0,46,46,82.6424319046284
540.294685214615,0,0,46,0,0,0,46,46,82.64268618752446
561.2860688981688,0,0,46,0,0,0,46,46,82.64314374205031
582.276058665956,0,0,46,0,0,0,46,46,82.64353965171175
603.2650362500016,0,0,46,0,0,0,46,46,82.6439455785891
624.25322145043,0,0,46,0,0,0,46,46,82.64417870397982
645.2412351560868,0,0,46,0,0,0,46,46,82.64440513491093
666.2295892866185,0,0,46,0,0,0,46,46,82.64461214667082
687.218458418691,0,0,46,0,0,0,46,46,82.64479271417895
708.2079897741459,0,0,46,0,0,0,46,46,82.64494749159499
729.1980341146385,0,0,46,0,0,0,46,46,82.64513446533329
